,ZIP,protected,not_protected,bin
14112,45612,0.0,1.0,"(-0.001, 0.002]"
14115,45872,0.0579999999999999,0.942,"(0.054, 0.083]"
14116,61275,0.065,0.935,"(0.054, 0.083]"
14146,53934,0.035,0.965,"(0.022, 0.036]"
14158,72131,0.01,0.99,"(0.002, 0.012]"
14164,46538,0.051,0.949,"(0.036, 0.054]"
14171,84745,0.154,0.846,"(0.139, 0.278]"
14191,61064,0.031,0.969,"(0.022, 0.036]"
14193,76527,0.249,0.751,"(0.139, 0.278]"
14198,16056,0.0069999999999999,0.993,"(0.002, 0.012]"
14201,37191,0.038,0.962,"(0.036, 0.054]"
14214,23517,0.067,0.933,"(0.054, 0.083]"
14217,76071,0.188,0.812,"(0.139, 0.278]"
14230,62902,0.054,0.946,"(0.036, 0.054]"
14248,8836,0.093,0.907,"(0.083, 0.139]"
14259,45368,0.022,0.978,"(0.012, 0.022]"
14265,35959,0.0,1.0,"(-0.001, 0.002]"
14278,43824,0.0,1.0,"(-0.001, 0.002]"
14283,28323,0.132,0.868,"(0.083, 0.139]"
14290,52339,0.284,0.716,"(0.278, 1.0]"
14294,72024,0.0,1.0,"(-0.001, 0.002]"
14297,31091,0.049,0.951,"(0.036, 0.054]"
14299,65305,0.133,0.867,"(0.083, 0.139]"
14304,54126,0.1009999999999999,0.899,"(0.083, 0.139]"
14309,78208,0.7140000000000001,0.2859999999999999,"(0.278, 1.0]"
14315,7720,0.201,0.7989999999999999,"(0.139, 0.278]"
14322,48744,0.022,0.978,"(0.012, 0.022]"
14336,61063,0.023,0.977,"(0.022, 0.036]"
14382,96754,0.07,0.93,"(0.054, 0.083]"
14398,3818,0.026,0.974,"(0.022, 0.036]"
14414,18853,0.003,0.997,"(0.002, 0.012]"
14419,10548,0.175,0.825,"(0.139, 0.278]"
14420,12929,0.16,0.84,"(0.139, 0.278]"
14432,62420,0.025,0.975,"(0.022, 0.036]"
14437,58318,0.019,0.981,"(0.012, 0.022]"
14439,63048,0.003,0.997,"(0.002, 0.012]"
14455,85936,0.384,0.616,"(0.278, 1.0]"
14466,80135,0.083,0.917,"(0.054, 0.083]"
14470,62239,0.004,0.996,"(0.002, 0.012]"
14473,46573,0.046,0.954,"(0.036, 0.054]"
14476,95045,0.3929999999999999,0.607,"(0.278, 1.0]"
14492,18343,0.1169999999999999,0.883,"(0.083, 0.139]"
14496,14485,0.038,0.962,"(0.036, 0.054]"
14497,54015,0.064,0.936,"(0.054, 0.083]"
14500,15144,0.022,0.978,"(0.012, 0.022]"
14532,57625,0.052,0.948,"(0.036, 0.054]"
14548,23696,0.03,0.97,"(0.022, 0.036]"
14559,97624,0.057,0.943,"(0.054, 0.083]"
14565,4294,0.0,1.0,"(-0.001, 0.002]"
14567,32455,0.016,0.984,"(0.012, 0.022]"
14573,62467,0.001,0.999,"(-0.001, 0.002]"
14580,37709,0.005,0.995,"(0.002, 0.012]"
14582,6510,0.132,0.868,"(0.083, 0.139]"
14586,12758,0.066,0.934,"(0.054, 0.083]"
14595,30609,0.076,0.924,"(0.054, 0.083]"
14605,13329,0.066,0.934,"(0.054, 0.083]"
14608,68826,0.046,0.954,"(0.036, 0.054]"
14613,52645,0.019,0.981,"(0.012, 0.022]"
14614,27562,0.042,0.958,"(0.036, 0.054]"
14616,15026,0.019,0.981,"(0.012, 0.022]"
14620,43135,0.008,0.992,"(0.002, 0.012]"
14627,12443,0.092,0.908,"(0.083, 0.139]"
14628,57004,0.042,0.958,"(0.036, 0.054]"
14651,14202,0.168,0.832,"(0.139, 0.278]"
14659,10926,0.235,0.765,"(0.139, 0.278]"
14672,13082,0.001,0.999,"(-0.001, 0.002]"
14673,37049,0.046,0.954,"(0.036, 0.054]"
14699,52338,0.01,0.99,"(0.002, 0.012]"
14714,45118,0.024,0.976,"(0.022, 0.036]"
14729,46543,0.044,0.956,"(0.036, 0.054]"
14751,49946,0.015,0.985,"(0.012, 0.022]"
14758,29168,0.006,0.994,"(0.002, 0.012]"
14784,72126,0.0289999999999999,0.971,"(0.022, 0.036]"
14792,35580,0.009,0.991,"(0.002, 0.012]"
14796,35563,0.059,0.941,"(0.054, 0.083]"
14798,18642,0.016,0.984,"(0.012, 0.022]"
14804,27412,0.068,0.932,"(0.054, 0.083]"
14806,43412,0.038,0.962,"(0.036, 0.054]"
14811,54853,0.018,0.982,"(0.012, 0.022]"
14812,16134,0.01,0.99,"(0.002, 0.012]"
14813,75251,0.178,0.822,"(0.139, 0.278]"
14815,40347,0.018,0.982,"(0.012, 0.022]"
14818,12992,0.009,0.991,"(0.002, 0.012]"
14822,12122,0.0289999999999999,0.971,"(0.022, 0.036]"
14823,49344,0.078,0.922,"(0.054, 0.083]"
14831,27810,0.05,0.95,"(0.036, 0.054]"
14837,16858,0.008,0.992,"(0.002, 0.012]"
14838,54661,0.01,0.99,"(0.002, 0.012]"
14841,6412,0.048,0.952,"(0.036, 0.054]"
14842,35221,0.025,0.975,"(0.022, 0.036]"
14845,35546,0.011,0.989,"(0.002, 0.012]"
14852,65704,0.0069999999999999,0.993,"(0.002, 0.012]"
14857,25248,0.0,1.0,"(-0.001, 0.002]"
14858,41224,0.0,1.0,"(-0.001, 0.002]"
14872,64424,0.035,0.965,"(0.022, 0.036]"
14873,49425,0.0139999999999999,0.986,"(0.012, 0.022]"
14883,84634,0.2739999999999999,0.726,"(0.139, 0.278]"
14894,54170,0.062,0.938,"(0.054, 0.083]"
14897,17824,0.001,0.999,"(-0.001, 0.002]"
14899,39631,0.012,0.988,"(0.002, 0.012]"
14900,80643,0.206,0.794,"(0.139, 0.278]"
14905,66523,0.038,0.962,"(0.036, 0.054]"
14915,30259,0.026,0.974,"(0.022, 0.036]"
14920,32464,0.046,0.954,"(0.036, 0.054]"
14931,5091,0.0139999999999999,0.986,"(0.012, 0.022]"
14941,34737,0.155,0.845,"(0.139, 0.278]"
14943,38313,0.0,1.0,"(-0.001, 0.002]"
14953,49012,0.0579999999999999,0.942,"(0.054, 0.083]"
14976,14823,0.008,0.992,"(0.002, 0.012]"
14983,39360,0.0,1.0,"(-0.001, 0.002]"
15001,6093,0.027,0.973,"(0.022, 0.036]"
15038,97331,0.083,0.917,"(0.054, 0.083]"
15051,36477,0.032,0.968,"(0.022, 0.036]"
15057,4015,0.002,0.998,"(-0.001, 0.002]"
15064,76849,0.289,0.7110000000000001,"(0.278, 1.0]"
15090,40823,0.005,0.995,"(0.002, 0.012]"
15116,39362,0.0,1.0,"(-0.001, 0.002]"
15121,10998,0.125,0.875,"(0.083, 0.139]"
15128,37891,0.004,0.996,"(0.002, 0.012]"
15165,81125,0.654,0.346,"(0.278, 1.0]"
15170,32442,0.026,0.974,"(0.022, 0.036]"
15177,47993,0.038,0.962,"(0.036, 0.054]"
15179,6426,0.0139999999999999,0.986,"(0.012, 0.022]"
15183,45771,0.013,0.987,"(0.012, 0.022]"
15200,95461,0.222,0.778,"(0.139, 0.278]"
15206,30711,0.05,0.95,"(0.036, 0.054]"
15213,63630,0.009,0.991,"(0.002, 0.012]"
15218,26444,0.0,1.0,"(-0.001, 0.002]"
15239,18426,0.066,0.934,"(0.054, 0.083]"
15246,3598,0.009,0.991,"(0.002, 0.012]"
15256,31815,0.223,0.777,"(0.139, 0.278]"
15260,21663,0.037,0.963,"(0.036, 0.054]"
15261,13748,0.118,0.882,"(0.083, 0.139]"
15271,4357,0.012,0.988,"(0.002, 0.012]"
15273,56024,0.053,0.947,"(0.036, 0.054]"
15280,39063,0.004,0.996,"(0.002, 0.012]"
15299,63341,0.004,0.996,"(0.002, 0.012]"
15304,74058,0.025,0.975,"(0.022, 0.036]"
15315,49870,0.006,0.994,"(0.002, 0.012]"
15324,31650,0.301,0.6990000000000001,"(0.278, 1.0]"
15332,81224,0.079,0.921,"(0.054, 0.083]"
15333,24486,0.11,0.89,"(0.083, 0.139]"
15335,29112,0.018,0.982,"(0.012, 0.022]"
15345,49715,0.018,0.982,"(0.012, 0.022]"
15348,52162,0.309,0.6910000000000001,"(0.278, 1.0]"
15358,73102,0.095,0.905,"(0.083, 0.139]"
15372,50638,0.006,0.994,"(0.002, 0.012]"
15378,59474,0.024,0.976,"(0.022, 0.036]"
15382,1506,0.011,0.989,"(0.002, 0.012]"
15385,30538,0.033,0.967,"(0.022, 0.036]"
15388,87042,0.579,0.421,"(0.278, 1.0]"
15389,7931,0.195,0.8049999999999999,"(0.139, 0.278]"
15390,14738,0.02,0.98,"(0.012, 0.022]"
15395,62558,0.0,1.0,"(-0.001, 0.002]"
15406,49655,0.019,0.981,"(0.012, 0.022]"
15409,46504,0.036,0.964,"(0.022, 0.036]"
15419,4348,0.013,0.987,"(0.012, 0.022]"
15421,17028,0.02,0.98,"(0.012, 0.022]"
15426,8061,0.032,0.968,"(0.022, 0.036]"
15438,27708,0.077,0.923,"(0.054, 0.083]"
15440,59935,0.026,0.974,"(0.022, 0.036]"
15449,35958,0.0,1.0,"(-0.001, 0.002]"
15461,95562,0.158,0.842,"(0.139, 0.278]"
15462,55307,0.14,0.86,"(0.139, 0.278]"
15485,65604,0.012,0.988,"(0.002, 0.012]"
15497,18092,0.027,0.973,"(0.022, 0.036]"
15505,46071,0.004,0.996,"(0.002, 0.012]"
15512,17023,0.0139999999999999,0.986,"(0.012, 0.022]"
15522,49633,0.0139999999999999,0.986,"(0.012, 0.022]"
15539,53960,0.016,0.984,"(0.012, 0.022]"
15551,18660,0.005,0.995,"(0.002, 0.012]"
15564,35966,0.0,1.0,"(-0.001, 0.002]"
15580,35648,0.0139999999999999,0.986,"(0.012, 0.022]"
15585,43107,0.003,0.997,"(0.002, 0.012]"
15588,16925,0.0,1.0,"(-0.001, 0.002]"
15599,52033,0.064,0.936,"(0.054, 0.083]"
15606,66538,0.035,0.965,"(0.022, 0.036]"
15623,66506,0.044,0.956,"(0.036, 0.054]"
15630,87522,0.8340000000000001,0.1659999999999999,"(0.278, 1.0]"
15636,24381,0.003,0.997,"(0.002, 0.012]"
15662,42442,0.012,0.988,"(0.002, 0.012]"
15665,14821,0.005,0.995,"(0.002, 0.012]"
15668,64658,0.044,0.956,"(0.036, 0.054]"
15671,47874,0.002,0.998,"(-0.001, 0.002]"
15673,3813,0.025,0.975,"(0.022, 0.036]"
15682,29714,0.002,0.998,"(-0.001, 0.002]"
15693,83352,0.3929999999999999,0.607,"(0.278, 1.0]"
15694,17063,0.039,0.961,"(0.036, 0.054]"
15696,18834,0.027,0.973,"(0.022, 0.036]"
15697,66757,0.034,0.966,"(0.022, 0.036]"
15702,47115,0.001,0.999,"(-0.001, 0.002]"
15706,61528,0.043,0.957,"(0.036, 0.054]"
15715,36320,0.02,0.98,"(0.012, 0.022]"
15716,92140,0.288,0.712,"(0.278, 1.0]"
15734,49878,0.008,0.992,"(0.002, 0.012]"
15766,65725,0.125,0.875,"(0.083, 0.139]"
15780,3827,0.013,0.987,"(0.012, 0.022]"
15795,62281,0.004,0.996,"(0.002, 0.012]"
15797,2562,0.023,0.977,"(0.022, 0.036]"
15806,41092,0.009,0.991,"(0.002, 0.012]"
15808,43787,0.022,0.978,"(0.012, 0.022]"
15811,24527,0.015,0.985,"(0.012, 0.022]"
15813,78832,0.657,0.3429999999999999,"(0.278, 1.0]"
15814,44864,0.03,0.97,"(0.022, 0.036]"
15818,95458,0.125,0.875,"(0.083, 0.139]"
15821,13461,0.042,0.958,"(0.036, 0.054]"
15826,652,0.971,0.029,"(0.278, 1.0]"
15849,25434,0.018,0.982,"(0.012, 0.022]"
15863,64070,0.021,0.979,"(0.012, 0.022]"
15875,54169,0.006,0.994,"(0.002, 0.012]"
15884,37373,0.009,0.991,"(0.002, 0.012]"
15887,1529,0.0,1.0,"(-0.001, 0.002]"
15890,39766,0.024,0.976,"(0.022, 0.036]"
15897,17853,0.002,0.998,"(-0.001, 0.002]"
15898,18822,0.005,0.995,"(0.002, 0.012]"
15909,92256,0.27,0.73,"(0.139, 0.278]"
15910,5068,0.047,0.953,"(0.036, 0.054]"
15914,37806,0.035,0.965,"(0.022, 0.036]"
15915,42519,0.009,0.991,"(0.002, 0.012]"
15919,57469,0.061,0.939,"(0.054, 0.083]"
15929,78215,0.361,0.639,"(0.278, 1.0]"
15942,61085,0.025,0.975,"(0.022, 0.036]"
15946,70589,0.0069999999999999,0.993,"(0.002, 0.012]"
15956,15014,0.024,0.976,"(0.022, 0.036]"
15966,21053,0.07,0.93,"(0.054, 0.083]"
15968,73121,0.035,0.965,"(0.022, 0.036]"
15993,15140,0.0409999999999999,0.959,"(0.036, 0.054]"
15996,72576,0.009,0.991,"(0.002, 0.012]"
16007,73632,0.066,0.934,"(0.054, 0.083]"
16009,8063,0.059,0.941,"(0.054, 0.083]"
16030,60940,0.027,0.973,"(0.022, 0.036]"
16040,59011,0.023,0.977,"(0.022, 0.036]"
16042,16049,0.005,0.995,"(0.002, 0.012]"
16046,25523,0.034,0.966,"(0.022, 0.036]"
16052,46932,0.017,0.983,"(0.012, 0.022]"
16063,32443,0.017,0.983,"(0.012, 0.022]"
16066,36051,0.0559999999999999,0.944,"(0.054, 0.083]"
16067,45370,0.006,0.994,"(0.002, 0.012]"
16072,28742,0.006,0.994,"(0.002, 0.012]"
16073,31744,0.019,0.981,"(0.012, 0.022]"
16080,44264,0.005,0.995,"(0.002, 0.012]"
16090,21756,0.003,0.997,"(0.002, 0.012]"
16106,62858,0.004,0.996,"(0.002, 0.012]"
16110,17049,0.001,0.999,"(-0.001, 0.002]"
16111,75423,0.133,0.867,"(0.083, 0.139]"
16121,47383,0.023,0.977,"(0.022, 0.036]"
16123,7460,0.098,0.902,"(0.083, 0.139]"
16130,92145,0.304,0.696,"(0.278, 1.0]"
16150,24174,0.011,0.989,"(0.002, 0.012]"
16157,39044,0.002,0.998,"(-0.001, 0.002]"
16165,67039,0.017,0.983,"(0.012, 0.022]"
16166,84333,0.042,0.958,"(0.036, 0.054]"
16167,40322,0.042,0.958,"(0.036, 0.054]"
16179,30170,0.045,0.955,"(0.036, 0.054]"
16188,4619,0.008,0.992,"(0.002, 0.012]"
16197,15944,0.049,0.951,"(0.036, 0.054]"
16206,46030,0.113,0.887,"(0.083, 0.139]"
16208,61517,0.0139999999999999,0.986,"(0.012, 0.022]"
16212,50579,0.018,0.982,"(0.012, 0.022]"
16220,93409,0.2689999999999999,0.7310000000000001,"(0.139, 0.278]"
16222,48703,0.015,0.985,"(0.012, 0.022]"
16269,28159,0.0279999999999999,0.972,"(0.022, 0.036]"
16277,97753,0.002,0.998,"(-0.001, 0.002]"
16284,54101,0.0069999999999999,0.993,"(0.002, 0.012]"
16298,50140,0.045,0.955,"(0.036, 0.054]"
16302,43314,0.0,1.0,"(-0.001, 0.002]"
16304,65259,0.01,0.99,"(0.002, 0.012]"
16309,62018,0.051,0.949,"(0.036, 0.054]"
16324,3269,0.002,0.998,"(-0.001, 0.002]"
16327,2367,0.005,0.995,"(0.002, 0.012]"
16336,43521,0.079,0.921,"(0.054, 0.083]"
16355,97041,0.4629999999999999,0.537,"(0.278, 1.0]"
16358,36742,0.129,0.871,"(0.083, 0.139]"
16361,52342,0.073,0.927,"(0.054, 0.083]"
16370,65723,0.0969999999999999,0.903,"(0.083, 0.139]"
16385,52637,0.031,0.969,"(0.022, 0.036]"
16402,44275,0.009,0.991,"(0.002, 0.012]"
16405,77417,0.679,0.3209999999999999,"(0.278, 1.0]"
16436,85539,0.568,0.432,"(0.278, 1.0]"
16450,21005,0.106,0.894,"(0.083, 0.139]"
16453,75422,0.06,0.94,"(0.054, 0.083]"
16460,48615,0.035,0.965,"(0.022, 0.036]"
16472,28654,0.0279999999999999,0.972,"(0.022, 0.036]"
16497,54968,0.012,0.988,"(0.002, 0.012]"
16499,4419,0.009,0.991,"(0.002, 0.012]"
16502,49310,0.013,0.987,"(0.012, 0.022]"
16514,76487,0.051,0.949,"(0.036, 0.054]"
16517,4463,0.018,0.982,"(0.012, 0.022]"
16520,31801,0.089,0.911,"(0.083, 0.139]"
16528,41039,0.0,1.0,"(-0.001, 0.002]"
16544,18325,0.212,0.788,"(0.139, 0.278]"
16550,28088,0.088,0.912,"(0.083, 0.139]"
16554,12075,0.052,0.948,"(0.036, 0.054]"
16565,54405,0.353,0.647,"(0.278, 1.0]"
16571,67449,0.079,0.921,"(0.054, 0.083]"
16584,14735,0.024,0.976,"(0.022, 0.036]"
16589,71260,0.0069999999999999,0.993,"(0.002, 0.012]"
16596,49233,0.042,0.958,"(0.036, 0.054]"
16604,72102,0.067,0.933,"(0.054, 0.083]"
16615,16748,0.006,0.994,"(0.002, 0.012]"
16617,45659,0.004,0.996,"(0.002, 0.012]"
16622,25962,0.005,0.995,"(0.002, 0.012]"
16637,98847,0.088,0.912,"(0.083, 0.139]"
16641,52206,0.002,0.998,"(-0.001, 0.002]"
16654,12733,0.155,0.845,"(0.139, 0.278]"
16668,12546,0.09,0.91,"(0.083, 0.139]"
16694,49887,0.032,0.968,"(0.022, 0.036]"
16703,30421,0.042,0.958,"(0.036, 0.054]"
16725,48414,0.0279999999999999,0.972,"(0.022, 0.036]"
16727,27024,0.077,0.923,"(0.054, 0.083]"
16737,17859,0.002,0.998,"(-0.001, 0.002]"
16779,61250,0.01,0.99,"(0.002, 0.012]"
16782,3285,0.021,0.979,"(0.012, 0.022]"
16787,35087,0.0,1.0,"(-0.001, 0.002]"
16789,56096,0.0289999999999999,0.971,"(0.022, 0.036]"
16804,14724,0.01,0.99,"(0.002, 0.012]"
16808,11549,0.121,0.879,"(0.083, 0.139]"
16823,46147,0.0,1.0,"(-0.001, 0.002]"
16825,59526,0.022,0.978,"(0.012, 0.022]"
16849,3258,0.004,0.996,"(0.002, 0.012]"
16857,38850,0.018,0.982,"(0.012, 0.022]"
16858,43060,0.008,0.992,"(0.002, 0.012]"
16859,65014,0.0,1.0,"(-0.001, 0.002]"
16862,37145,0.051,0.949,"(0.036, 0.054]"
16870,32059,0.13,0.87,"(0.083, 0.139]"
16876,27939,0.015,0.985,"(0.012, 0.022]"
16887,21813,0.044,0.956,"(0.036, 0.054]"
16903,58202,0.037,0.963,"(0.036, 0.054]"
16907,49403,0.088,0.912,"(0.083, 0.139]"
16908,54161,0.026,0.974,"(0.022, 0.036]"
16915,50563,0.0069999999999999,0.993,"(0.002, 0.012]"
16938,24620,0.0,1.0,"(-0.001, 0.002]"
16944,28423,0.053,0.947,"(0.036, 0.054]"
16952,39661,0.0,1.0,"(-0.001, 0.002]"
16964,41063,0.015,0.985,"(0.012, 0.022]"
16967,10984,0.2339999999999999,0.766,"(0.139, 0.278]"
16979,15956,0.005,0.995,"(0.002, 0.012]"
16985,48460,0.008,0.992,"(0.002, 0.012]"
16991,28763,0.036,0.964,"(0.022, 0.036]"
17002,8020,0.011,0.989,"(0.002, 0.012]"
17009,62670,0.003,0.997,"(0.002, 0.012]"
17012,28622,0.046,0.954,"(0.036, 0.054]"
17020,65717,0.005,0.995,"(0.002, 0.012]"
17027,4001,0.005,0.995,"(0.002, 0.012]"
17035,12788,0.184,0.8160000000000001,"(0.139, 0.278]"
17050,12921,0.011,0.989,"(0.002, 0.012]"
17058,68883,0.2,0.8,"(0.139, 0.278]"
17072,49272,0.017,0.983,"(0.012, 0.022]"
17073,67467,0.0139999999999999,0.986,"(0.012, 0.022]"
17089,96772,0.176,0.824,"(0.139, 0.278]"
17093,72943,0.008,0.992,"(0.002, 0.012]"
17103,29450,0.011,0.989,"(0.002, 0.012]"
17110,80459,0.212,0.788,"(0.139, 0.278]"
17127,67663,0.035,0.965,"(0.022, 0.036]"
17135,18942,0.065,0.935,"(0.054, 0.083]"
17190,64673,0.0289999999999999,0.971,"(0.022, 0.036]"
17192,1063,0.075,0.925,"(0.054, 0.083]"
17199,81648,0.1169999999999999,0.883,"(0.083, 0.139]"
17216,75639,0.037,0.963,"(0.036, 0.054]"
17234,68779,0.079,0.921,"(0.054, 0.083]"
17248,65275,0.0279999999999999,0.972,"(0.022, 0.036]"
17259,91962,0.271,0.729,"(0.139, 0.278]"
17263,64125,0.526,0.474,"(0.278, 1.0]"
17266,16946,0.008,0.992,"(0.002, 0.012]"
17271,43324,0.019,0.981,"(0.012, 0.022]"
17276,49648,0.016,0.984,"(0.012, 0.022]"
17278,64779,0.024,0.976,"(0.022, 0.036]"
17280,23872,0.003,0.997,"(0.002, 0.012]"
17286,95329,0.272,0.728,"(0.139, 0.278]"
17297,28454,0.025,0.975,"(0.022, 0.036]"
17303,96716,0.049,0.951,"(0.036, 0.054]"
17316,75661,0.384,0.616,"(0.278, 1.0]"
17318,75760,0.031,0.969,"(0.022, 0.036]"
17320,84751,0.2019999999999999,0.798,"(0.139, 0.278]"
17336,68073,0.045,0.955,"(0.036, 0.054]"
17350,64454,0.008,0.992,"(0.002, 0.012]"
17354,37724,0.0069999999999999,0.993,"(0.002, 0.012]"
17355,65669,0.049,0.951,"(0.036, 0.054]"
17358,70041,0.015,0.985,"(0.012, 0.022]"
17360,47951,0.103,0.897,"(0.083, 0.139]"
17367,39653,0.001,0.999,"(-0.001, 0.002]"
17370,2804,0.0,1.0,"(-0.001, 0.002]"
17372,43466,0.012,0.988,"(0.002, 0.012]"
17374,67003,0.059,0.941,"(0.054, 0.083]"
17375,38642,0.0,1.0,"(-0.001, 0.002]"
17388,63822,0.011,0.989,"(0.002, 0.012]"
17397,72738,0.068,0.932,"(0.054, 0.083]"
17404,75778,0.066,0.934,"(0.054, 0.083]"
17414,59922,0.025,0.975,"(0.022, 0.036]"
17415,61817,0.047,0.953,"(0.036, 0.054]"
17416,18445,0.064,0.936,"(0.054, 0.083]"
17430,45715,0.025,0.975,"(0.022, 0.036]"
17440,37308,0.012,0.988,"(0.002, 0.012]"
17451,43008,0.0,1.0,"(-0.001, 0.002]"
17459,28743,0.003,0.997,"(0.002, 0.012]"
17463,97360,0.047,0.953,"(0.036, 0.054]"
17480,24281,0.0,1.0,"(-0.001, 0.002]"
17495,87552,0.7340000000000001,0.2659999999999999,"(0.278, 1.0]"
17496,80137,0.3289999999999999,0.671,"(0.278, 1.0]"
17497,87008,0.1889999999999999,0.811,"(0.139, 0.278]"
17514,50276,0.012,0.988,"(0.002, 0.012]"
17530,39140,0.0069999999999999,0.993,"(0.002, 0.012]"
17551,58249,0.001,0.999,"(-0.001, 0.002]"
17559,73573,0.103,0.897,"(0.083, 0.139]"
17563,61760,0.01,0.99,"(0.002, 0.012]"
17579,12916,0.021,0.979,"(0.012, 0.022]"
17587,83113,0.103,0.897,"(0.083, 0.139]"
17611,47840,0.002,0.998,"(-0.001, 0.002]"
17615,78235,0.69,0.31,"(0.278, 1.0]"
17623,85938,0.263,0.737,"(0.139, 0.278]"
17660,18930,0.01,0.99,"(0.002, 0.012]"
17664,61924,0.0,1.0,"(-0.001, 0.002]"
17666,63369,0.0,1.0,"(-0.001, 0.002]"
17674,76430,0.141,0.859,"(0.139, 0.278]"
17676,43527,0.071,0.929,"(0.054, 0.083]"
17677,45744,0.0,1.0,"(-0.001, 0.002]"
17683,36525,0.004,0.996,"(0.002, 0.012]"
17686,79101,0.172,0.8280000000000001,"(0.139, 0.278]"
17689,27806,0.051,0.949,"(0.036, 0.054]"
17698,59327,0.0409999999999999,0.959,"(0.036, 0.054]"
17702,61030,0.059,0.941,"(0.054, 0.083]"
17704,87537,0.8959999999999999,0.104,"(0.278, 1.0]"
17707,22971,0.175,0.825,"(0.139, 0.278]"
17710,42732,0.0,1.0,"(-0.001, 0.002]"
17712,72562,0.019,0.981,"(0.012, 0.022]"
17719,62548,0.002,0.998,"(-0.001, 0.002]"
17725,42404,0.026,0.974,"(0.022, 0.036]"
17730,32102,0.072,0.928,"(0.054, 0.083]"
17731,76908,0.168,0.832,"(0.139, 0.278]"
17752,14847,0.032,0.968,"(0.022, 0.036]"
17760,15438,0.004,0.996,"(0.002, 0.012]"
17762,6334,0.05,0.95,"(0.036, 0.054]"
17770,45877,0.042,0.958,"(0.036, 0.054]"
17782,45306,0.008,0.992,"(0.002, 0.012]"
17788,49713,0.019,0.981,"(0.012, 0.022]"
17789,74964,0.077,0.923,"(0.054, 0.083]"
17806,22724,0.0819999999999999,0.918,"(0.054, 0.083]"
17814,67154,0.003,0.997,"(0.002, 0.012]"
17837,36311,0.038,0.962,"(0.036, 0.054]"
17838,49953,0.011,0.989,"(0.002, 0.012]"
17844,74131,0.07,0.93,"(0.054, 0.083]"
17845,13493,0.009,0.991,"(0.002, 0.012]"
17881,86520,0.0,1.0,"(-0.001, 0.002]"
17886,5458,0.023,0.977,"(0.022, 0.036]"
17888,15722,0.011,0.989,"(0.002, 0.012]"
17890,22514,0.053,0.947,"(0.036, 0.054]"
17895,27046,0.015,0.985,"(0.012, 0.022]"
17925,13673,0.043,0.957,"(0.036, 0.054]"
17926,30668,0.005,0.995,"(0.002, 0.012]"
17949,4030,0.049,0.951,"(0.036, 0.054]"
17961,5859,0.019,0.981,"(0.012, 0.022]"
17965,72366,0.075,0.925,"(0.054, 0.083]"
17971,85192,0.5579999999999999,0.442,"(0.278, 1.0]"
17976,55974,0.025,0.975,"(0.022, 0.036]"
17979,32798,0.14,0.86,"(0.139, 0.278]"
17987,38341,0.034,0.966,"(0.022, 0.036]"
17990,28444,0.093,0.907,"(0.083, 0.139]"
18011,49125,0.0,1.0,"(-0.001, 0.002]"
18013,72082,0.152,0.848,"(0.139, 0.278]"
18039,96863,0.241,0.759,"(0.139, 0.278]"
18060,43340,0.006,0.994,"(0.002, 0.012]"
18069,71340,0.038,0.962,"(0.036, 0.054]"
18077,46216,0.06,0.94,"(0.054, 0.083]"
18102,40374,0.04,0.96,"(0.036, 0.054]"
18104,39057,0.0,1.0,"(-0.001, 0.002]"
18108,5262,0.0,1.0,"(-0.001, 0.002]"
18119,57442,0.01,0.99,"(0.002, 0.012]"
18144,48871,0.018,0.982,"(0.012, 0.022]"
18149,40873,0.0,1.0,"(-0.001, 0.002]"
18159,28449,0.036,0.964,"(0.022, 0.036]"
18174,18656,0.0,1.0,"(-0.001, 0.002]"
18200,21794,0.055,0.945,"(0.054, 0.083]"
18202,99929,0.05,0.95,"(0.036, 0.054]"
18203,28119,0.067,0.933,"(0.054, 0.083]"
18211,43771,0.001,0.999,"(-0.001, 0.002]"
18256,75643,0.047,0.953,"(0.036, 0.054]"
18258,6103,0.135,0.865,"(0.083, 0.139]"
18267,12192,0.055,0.945,"(0.054, 0.083]"
18276,36321,0.05,0.95,"(0.036, 0.054]"
18277,50619,0.032,0.968,"(0.022, 0.036]"
18293,41003,0.017,0.983,"(0.012, 0.022]"
18302,75479,0.1169999999999999,0.883,"(0.083, 0.139]"
18303,37408,0.048,0.952,"(0.036, 0.054]"
18306,23833,0.021,0.979,"(0.012, 0.022]"
18308,12197,0.036,0.964,"(0.022, 0.036]"
18309,94511,0.281,0.719,"(0.278, 1.0]"
18324,24472,0.0,1.0,"(-0.001, 0.002]"
18325,54205,0.0069999999999999,0.993,"(0.002, 0.012]"
18331,56630,0.052,0.948,"(0.036, 0.054]"
18350,38240,0.038,0.962,"(0.036, 0.054]"
18351,40142,0.0,1.0,"(-0.001, 0.002]"
18354,37149,0.002,0.998,"(-0.001, 0.002]"
18355,90639,0.182,0.8180000000000001,"(0.139, 0.278]"
18369,27888,0.22,0.78,"(0.139, 0.278]"
18372,50574,0.005,0.995,"(0.002, 0.012]"
18381,31781,0.0,1.0,"(-0.001, 0.002]"
18394,28395,0.0289999999999999,0.971,"(0.022, 0.036]"
18397,49680,0.005,0.995,"(0.002, 0.012]"
18398,68045,0.024,0.976,"(0.022, 0.036]"
18399,69334,0.151,0.849,"(0.139, 0.278]"
18410,49238,0.051,0.949,"(0.036, 0.054]"
18413,48865,0.05,0.95,"(0.036, 0.054]"
18414,64482,0.017,0.983,"(0.012, 0.022]"
